Target PDB,URL,Cluster ID,Cluster Ranking,HADDOCK score,Cluster size,RMSD from the overall lowest-energy structure,Van der Waals energy,Electrostatic energy,Desolvation energy,Restraints violation energy,Buried Surface Area,Z-Score,HADDOCK Result PDB Filename
myosin_binder_rabbit_450to550_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347104-myosin_binder_rabbit_450to550_hotspot_2,14,5,-14.8 +/- 29.8,4,10.9 +/- 0.2,-45.6 +/- 11.4,-194.2 +/- 65.0,-3.4 +/- 3.1,730.3 +/- 93.3,1704.5 +/- 108.2,0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_450to550_hotspot_2_cluster5.pdb
myosin_binder_rabbit_500to600_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347105-myosin_binder_rabbit_500to600_hotspot_2,1,0,-39.7 +/- 6.9,57,0.7 +/- 0.5,-46.5 +/- 7.1,-305.4 +/- 17.1,14.2 +/- 3.9,537.5 +/- 61.2,1735.6 +/- 61.6,-1.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_500to600_hotspot_2_cluster0.pdb
myosin_binder_rabbit_500to600_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347105-myosin_binder_rabbit_500to600_hotspot_2,2,1,-35.7 +/- 1.7,34,8.6 +/- 0.1,-49.0 +/- 2.0,-264.4 +/- 40.6,15.7 +/- 0.6,504.4 +/- 103.2,1752.1 +/- 67.3,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_500to600_hotspot_2_cluster1.pdb
myosin_binder_rabbit_500to600_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347105-myosin_binder_rabbit_500to600_hotspot_2,7,2,-25.2 +/- 5.4,5,13.6 +/- 0.3,-47.8 +/- 2.6,-216.2 +/- 11.9,7.8 +/- 1.9,580.6 +/- 32.4,1702.9 +/- 104.7,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_500to600_hotspot_2_cluster2.pdb
myosin_binder_rabbit_500to600_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347105-myosin_binder_rabbit_500to600_hotspot_2,6,3,-18.5 +/- 7.3,5,3.1 +/- 0.1,-47.0 +/- 2.9,-151.8 +/- 34.3,3.8 +/- 2.0,550.4 +/- 50.7,1713.9 +/- 59.7,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_500to600_hotspot_2_cluster3.pdb
myosin_binder_rabbit_500to600_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347105-myosin_binder_rabbit_500to600_hotspot_2,4,4,-16.8 +/- 1.8,13,12.9 +/- 0.2,-28.4 +/- 6.2,-295.7 +/- 93.0,5.1 +/- 2.7,656.6 +/- 119.7,1595.9 +/- 59.5,0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_500to600_hotspot_2_cluster4.pdb
myosin_binder_rabbit_500to600_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347105-myosin_binder_rabbit_500to600_hotspot_2,8,5,-14.5 +/- 11.2,4,16.2 +/- 0.1,-44.3 +/- 5.6,-174.8 +/- 26.0,9.0 +/- 3.1,558.7 +/- 48.4,1533.3 +/- 84.5,0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_500to600_hotspot_2_cluster5.pdb
myosin_binder_rabbit_550to650_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347106-myosin_binder_rabbit_550to650_hotspot_2,12,0,-46.8 +/- 14.7,5,0.6 +/- 0.4,-37.8 +/- 4.9,-333.9 +/- 6.6,7.5 +/- 1.6,502.8 +/- 97.2,1640.2 +/- 81.3,-1.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_550to650_hotspot_2_cluster0.pdb
myosin_binder_rabbit_550to650_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347106-myosin_binder_rabbit_550to650_hotspot_2,15,1,-45.3 +/- 7.5,4,13.1 +/- 0.1,-58.4 +/- 2.5,-257.8 +/- 15.9,-2.0 +/- 1.1,666.9 +/- 48.6,1640.2 +/- 37.9,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_550to650_hotspot_2_cluster1.pdb
myosin_binder_rabbit_550to650_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347106-myosin_binder_rabbit_550to650_hotspot_2,1,2,-40.4 +/- 5.8,20,15.9 +/- 0.2,-43.2 +/- 9.1,-257.9 +/- 101.7,-2.1 +/- 12.2,564.9 +/- 33.8,1589.8 +/- 43.3,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_550to650_hotspot_2_cluster2.pdb
myosin_binder_rabbit_550to650_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347106-myosin_binder_rabbit_550to650_hotspot_2,11,3,-38.8 +/- 10.2,6,15.7 +/- 0.0,-37.6 +/- 3.9,-410.8 +/- 40.2,10.7 +/- 3.3,703.1 +/- 54.3,1768.8 +/- 58.1,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_550to650_hotspot_2_cluster3.pdb
myosin_binder_rabbit_550to650_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347106-myosin_binder_rabbit_550to650_hotspot_2,10,4,-31.6 +/- 3.1,6,8.6 +/- 0.1,-31.5 +/- 9.4,-353.3 +/- 42.6,11.4 +/- 3.1,591.3 +/- 28.9,1593.0 +/- 96.2,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_550to650_hotspot_2_cluster4.pdb
myosin_binder_rabbit_550to650_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347106-myosin_binder_rabbit_550to650_hotspot_2,8,5,-29.7 +/- 7.3,8,9.9 +/- 0.1,-37.2 +/- 3.6,-278.6 +/- 54.9,1.9 +/- 1.5,613.1 +/- 23.0,1592.7 +/- 102.6,0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_550to650_hotspot_2_cluster5.pdb
myosin_binder_rabbit_600to700_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347107-myosin_binder_rabbit_600to700_hotspot_2,7,0,-54.6 +/- 8.1,11,2.1 +/- 1.6,-55.3 +/- 7.4,-317.2 +/- 40.1,2.6 +/- 2.2,615.8 +/- 47.6,1861.1 +/- 124.9,-1.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_600to700_hotspot_2_cluster0.pdb
myosin_binder_rabbit_600to700_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347107-myosin_binder_rabbit_600to700_hotspot_2,5,1,-46.5 +/- 2.3,14,8.7 +/- 0.2,-61.7 +/- 6.4,-262.8 +/- 59.6,4.4 +/- 5.7,634.5 +/- 68.3,1847.6 +/- 97.2,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_600to700_hotspot_2_cluster1.pdb
myosin_binder_rabbit_600to700_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347107-myosin_binder_rabbit_600to700_hotspot_2,6,2,-41.4 +/- 6.7,12,5.1 +/- 0.1,-50.4 +/- 5.9,-208.7 +/- 9.8,-0.3 +/- 1.8,510.7 +/- 24.2,1689.6 +/- 27.8,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_600to700_hotspot_2_cluster2.pdb
myosin_binder_rabbit_600to700_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347107-myosin_binder_rabbit_600to700_hotspot_2,12,3,-38.9 +/- 7.8,4,10.0 +/- 0.2,-53.7 +/- 8.9,-219.5 +/- 47.6,3.3 +/- 2.2,553.2 +/- 32.4,1685.7 +/- 88.4,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_600to700_hotspot_2_cluster3.pdb
myosin_binder_rabbit_600to700_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347107-myosin_binder_rabbit_600to700_hotspot_2,4,4,-38.7 +/- 4.8,16,7.9 +/- 1.5,-47.4 +/- 3.8,-238.7 +/- 39.8,-4.3 +/- 2.3,607.1 +/- 38.8,1683.1 +/- 75.1,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_600to700_hotspot_2_cluster4.pdb
myosin_binder_rabbit_600to700_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347107-myosin_binder_rabbit_600to700_hotspot_2,3,5,-37.9 +/- 1.7,23,15.1 +/- 1.0,-44.9 +/- 4.7,-267.1 +/- 33.6,7.0 +/- 4.7,534.1 +/- 33.3,1612.7 +/- 108.6,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_600to700_hotspot_2_cluster5.pdb
myosin_binder_rabbit_650to750_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347108-myosin_binder_rabbit_650to750_hotspot_2,7,0,-37.2 +/- 3.7,8,13.7 +/- 0.1,-45.7 +/- 8.5,-311.9 +/- 26.3,19.0 +/- 2.9,519.2 +/- 40.6,1899.4 +/- 84.3,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_650to750_hotspot_2_cluster0.pdb
myosin_binder_rabbit_650to750_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347108-myosin_binder_rabbit_650to750_hotspot_2,11,1,-34.5 +/- 7.7,6,16.0 +/- 0.1,-44.6 +/- 4.6,-304.0 +/- 23.5,17.3 +/- 1.8,535.8 +/- 70.4,1864.7 +/- 69.2,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_650to750_hotspot_2_cluster1.pdb
myosin_binder_rabbit_650to750_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347108-myosin_binder_rabbit_650to750_hotspot_2,3,2,-34.0 +/- 6.5,11,1.5 +/- 1.1,-43.8 +/- 2.2,-312.8 +/- 9.2,16.7 +/- 1.8,557.4 +/- 18.0,1731.6 +/- 37.2,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_650to750_hotspot_2_cluster2.pdb
myosin_binder_rabbit_650to750_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347108-myosin_binder_rabbit_650to750_hotspot_2,4,3,-33.1 +/- 4.9,10,8.9 +/- 0.0,-43.9 +/- 3.7,-302.1 +/- 45.0,16.6 +/- 1.9,546.9 +/- 68.9,1678.0 +/- 46.9,-0.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_650to750_hotspot_2_cluster3.pdb
myosin_binder_rabbit_650to750_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347108-myosin_binder_rabbit_650to750_hotspot_2,2,4,-25.1 +/- 6.2,25,3.3 +/- 2.0,-46.5 +/- 7.7,-243.5 +/- 57.2,16.0 +/- 2.4,542.0 +/- 51.4,1675.0 +/- 108.6,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_650to750_hotspot_2_cluster4.pdb
myosin_binder_rabbit_650to750_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347108-myosin_binder_rabbit_650to750_hotspot_2,1,5,-23.5 +/- 9.6,26,9.5 +/- 0.4,-42.7 +/- 8.0,-267.8 +/- 106.3,14.6 +/- 8.1,581.7 +/- 51.8,1760.9 +/- 126.8,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_650to750_hotspot_2_cluster5.pdb
myosin_binder_rabbit_700to800_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347109-myosin_binder_rabbit_700to800_hotspot_2,7,0,-47.5 +/- 5.0,10,13.8 +/- 0.0,-68.6 +/- 7.7,-176.2 +/- 9.0,3.2 +/- 0.9,530.9 +/- 69.7,1845.0 +/- 23.6,-1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_700to800_hotspot_2_cluster0.pdb
myosin_binder_rabbit_700to800_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347109-myosin_binder_rabbit_700to800_hotspot_2,2,1,-46.3 +/- 5.5,16,15.6 +/- 0.1,-60.1 +/- 4.6,-227.7 +/- 31.2,7.4 +/- 0.9,519.8 +/- 34.9,1880.4 +/- 95.8,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_700to800_hotspot_2_cluster1.pdb
myosin_binder_rabbit_700to800_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347109-myosin_binder_rabbit_700to800_hotspot_2,1,2,-43.0 +/- 5.9,18,13.2 +/- 0.0,-61.7 +/- 4.6,-239.2 +/- 28.4,7.7 +/- 2.5,588.2 +/- 108.6,1920.0 +/- 149.3,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_700to800_hotspot_2_cluster2.pdb
myosin_binder_rabbit_700to800_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347109-myosin_binder_rabbit_700to800_hotspot_2,4,3,-42.9 +/- 6.4,13,16.1 +/- 0.1,-69.0 +/- 7.3,-176.5 +/- 26.0,6.7 +/- 4.9,546.1 +/- 56.9,1795.3 +/- 103.6,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_700to800_hotspot_2_cluster3.pdb
myosin_binder_rabbit_700to800_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347109-myosin_binder_rabbit_700to800_hotspot_2,8,4,-31.4 +/- 3.8,8,4.1 +/- 0.6,-54.7 +/- 9.0,-233.0 +/- 19.4,18.3 +/- 1.4,516.3 +/- 53.8,1761.7 +/- 26.2,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_700to800_hotspot_2_cluster4.pdb
myosin_binder_rabbit_700to800_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347109-myosin_binder_rabbit_700to800_hotspot_2,3,5,-23.0 +/- 17.8,15,16.3 +/- 0.1,-49.3 +/- 2.9,-222.7 +/- 33.5,8.3 +/- 3.6,625.1 +/- 111.2,1778.4 +/- 76.6,0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_700to800_hotspot_2_cluster5.pdb
myosin_binder_rabbit_750to850_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347110-myosin_binder_rabbit_750to850_hotspot_2,4,0,-48.4 +/- 4.7,14,1.6 +/- 1.3,-59.7 +/- 9.5,-249.7 +/- 40.6,12.0 +/- 5.2,491.9 +/- 38.0,1868.0 +/- 39.7,-1.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_2_cluster0.pdb
myosin_binder_rabbit_750to850_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347110-myosin_binder_rabbit_750to850_hotspot_2,5,1,-39.9 +/- 4.8,11,9.2 +/- 0.1,-54.7 +/- 3.8,-236.9 +/- 42.5,8.4 +/- 2.3,539.0 +/- 38.9,1849.9 +/- 94.2,-0.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_2_cluster1.pdb
myosin_binder_rabbit_750to850_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347110-myosin_binder_rabbit_750to850_hotspot_2,9,2,-38.9 +/- 6.5,9,10.4 +/- 0.1,-57.3 +/- 5.7,-259.5 +/- 29.0,6.9 +/- 2.0,633.7 +/- 92.3,1689.8 +/- 20.5,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_2_cluster2.pdb
myosin_binder_rabbit_750to850_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347110-myosin_binder_rabbit_750to850_hotspot_2,15,3,-38.6 +/- 5.5,4,13.4 +/- 0.0,-42.6 +/- 4.1,-292.4 +/- 25.1,8.9 +/- 1.7,536.2 +/- 95.8,1637.5 +/- 28.3,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_2_cluster3.pdb
myosin_binder_rabbit_750to850_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347110-myosin_binder_rabbit_750to850_hotspot_2,7,4,-33.9 +/- 7.7,10,5.8 +/- 0.1,-50.6 +/- 7.5,-223.9 +/- 15.9,4.1 +/- 3.3,573.5 +/- 45.7,1587.0 +/- 13.7,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_2_cluster4.pdb
myosin_binder_rabbit_750to850_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347110-myosin_binder_rabbit_750to850_hotspot_2,6,5,-30.4 +/- 2.6,10,9.8 +/- 0.2,-50.8 +/- 6.4,-190.3 +/- 42.4,2.9 +/- 2.2,554.8 +/- 55.7,1571.5 +/- 78.2,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_2_cluster5.pdb
myosin_binder_rabbit_800to900_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347111-myosin_binder_rabbit_800to900_hotspot_2,1,0,-49.6 +/- 10.8,26,13.6 +/- 0.1,-51.2 +/- 4.7,-257.3 +/- 83.7,2.5 +/- 2.4,505.3 +/- 71.1,1660.1 +/- 73.9,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_2_cluster0.pdb
myosin_binder_rabbit_800to900_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347111-myosin_binder_rabbit_800to900_hotspot_2,4,1,-49.4 +/- 6.7,13,8.6 +/- 0.0,-45.0 +/- 6.4,-310.8 +/- 24.7,2.1 +/- 2.8,557.0 +/- 50.0,1644.5 +/- 40.4,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_2_cluster1.pdb
myosin_binder_rabbit_800to900_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347111-myosin_binder_rabbit_800to900_hotspot_2,8,2,-46.7 +/- 11.1,8,0.6 +/- 0.4,-49.6 +/- 6.4,-263.8 +/- 34.2,0.8 +/- 3.5,548.5 +/- 70.6,1608.8 +/- 26.9,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_2_cluster2.pdb
myosin_binder_rabbit_800to900_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347111-myosin_binder_rabbit_800to900_hotspot_2,7,3,-36.0 +/- 5.9,8,4.2 +/- 0.2,-43.3 +/- 4.7,-309.1 +/- 44.7,-3.2 +/- 2.0,724.0 +/- 76.8,1605.3 +/- 78.4,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_2_cluster3.pdb
myosin_binder_rabbit_800to900_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347111-myosin_binder_rabbit_800to900_hotspot_2,11,4,-32.7 +/- 9.0,6,16.0 +/- 0.1,-43.8 +/- 4.2,-228.6 +/- 60.0,0.4 +/- 3.6,563.8 +/- 88.7,1583.5 +/- 100.0,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_2_cluster4.pdb
myosin_binder_rabbit_800to900_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347111-myosin_binder_rabbit_800to900_hotspot_2,13,5,-28.8 +/- 17.3,5,4.2 +/- 0.5,-52.5 +/- 7.3,-161.4 +/- 20.7,-1.1 +/- 2.8,570.8 +/- 92.9,1755.6 +/- 82.8,0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_2_cluster5.pdb
myosin_binder_rabbit_850to950_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347112-myosin_binder_rabbit_850to950_hotspot_2,10,0,-44.6 +/- 10.9,6,1.2 +/- 0.8,-48.6 +/- 6.4,-259.3 +/- 27.3,5.2 +/- 1.3,506.3 +/- 65.2,1805.4 +/- 62.2,-2.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_2_cluster0.pdb
myosin_binder_rabbit_850to950_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347112-myosin_binder_rabbit_850to950_hotspot_2,1,1,-34.8 +/- 4.0,19,3.1 +/- 0.6,-37.1 +/- 4.0,-316.4 +/- 76.1,15.2 +/- 3.9,503.4 +/- 84.0,1785.4 +/- 60.1,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_2_cluster1.pdb
myosin_binder_rabbit_850to950_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347112-myosin_binder_rabbit_850to950_hotspot_2,3,2,-32.1 +/- 2.2,14,8.9 +/- 0.2,-48.0 +/- 2.2,-270.3 +/- 35.1,13.4 +/- 4.0,566.5 +/- 52.8,1934.0 +/- 26.4,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_2_cluster2.pdb
myosin_binder_rabbit_850to950_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347112-myosin_binder_rabbit_850to950_hotspot_2,2,3,-31.5 +/- 4.6,14,8.8 +/- 0.1,-48.2 +/- 4.3,-234.7 +/- 39.5,2.1 +/- 2.3,615.6 +/- 41.8,1719.4 +/- 52.9,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_2_cluster3.pdb
myosin_binder_rabbit_850to950_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347112-myosin_binder_rabbit_850to950_hotspot_2,12,4,-30.2 +/- 7.4,5,8.5 +/- 0.1,-41.8 +/- 6.6,-294.6 +/- 36.0,9.3 +/- 0.7,611.7 +/- 66.8,1775.1 +/- 94.2,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_2_cluster4.pdb
myosin_binder_rabbit_850to950_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347112-myosin_binder_rabbit_850to950_hotspot_2,6,5,-29.7 +/- 4.9,8,10.6 +/- 0.2,-40.2 +/- 5.7,-280.2 +/- 17.6,9.8 +/- 2.5,566.9 +/- 74.1,1728.5 +/- 35.9,0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_2_cluster5.pdb
myosin_binder_rabbit_900to1000_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347113-myosin_binder_rabbit_900to1000_hotspot_2,1,0,-35.8 +/- 8.9,21,0.7 +/- 0.4,-43.5 +/- 3.3,-317.0 +/- 21.2,13.9 +/- 1.6,571.7 +/- 44.9,1714.1 +/- 47.6,-2.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_900to1000_hotspot_2_cluster0.pdb
myosin_binder_rabbit_900to1000_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347113-myosin_binder_rabbit_900to1000_hotspot_2,4,1,-24.4 +/- 4.6,14,15.7 +/- 0.0,-43.1 +/- 3.7,-305.1 +/- 9.4,20.2 +/- 4.6,595.3 +/- 59.3,1519.3 +/- 83.7,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_900to1000_hotspot_2_cluster1.pdb
myosin_binder_rabbit_900to1000_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347113-myosin_binder_rabbit_900to1000_hotspot_2,3,2,-19.3 +/- 10.2,14,13.9 +/- 0.0,-40.0 +/- 3.3,-243.2 +/- 25.8,8.4 +/- 1.6,609.2 +/- 91.0,1613.2 +/- 114.8,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_900to1000_hotspot_2_cluster2.pdb
